Date (MM/DD/YYYY),Time (HH:mm:ss),Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % CB,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TAL PE RFU,TAL PE ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,GPS Latitude °,GPS Longitude °,Altitude m,Battery V,Cable Pwr V,Barometer mmHg
10/7/22,12:46:50,0,<None>,0.2,0.87,54840.4,1.609,6.69,2.24,51975,102.8,102.8,6.69,2.338,34.33,52253,0.32,0.88,33964,-0.2,0,7.96,-81.3,27.593,1.596,25.90708,-80.13725,1.2,5.82,12.1,1445.8
10/7/22,12:47:05,0,<None>,0.24,1.01,54506.6,1.606,7.48,2.5,51686.3,102.7,102.7,6.7,2.335,34.11,51959.8,0.35,0.97,33774,-0.31,0,7.96,-81.2,27.566,1.513,25.90709,-80.13725,3.1,5.82,12.1,1445.7
10/7/22,12:47:20,0,<None>,0.37,1.56,51299.2,1.255,13.72,4.58,48594.1,94.8,94.8,6.26,1.821,31.83,48856.6,0.63,1.73,31757,-0.24,0,7.88,-76.4,27.618,1.452,25.9071,-80.13718,2.3,5.83,12.1,1445.8
10/7/22,12:47:35,0,<None>,0.36,1.54,50009.2,1.206,14.18,4.74,47376.7,94.3,94.3,6.25,1.749,30.94,47632.1,0.64,1.76,30961,-0.32,0,7.83,-73.5,27.612,0.706,25.90713,-80.13712,-0.2,5.83,12.1,1445.9
10/7/22,12:47:50,0,<None>,0.45,1.9,49963.7,0.973,21.18,7.07,47380.2,93.6,93.6,6.22,1.411,30.94,47630.7,0.94,2.6,30960,-0.27,0,7.83,-73.4,27.567,0.955,25.90721,-80.13708,-0.7,5.83,12.1,1445.9
10/7/22,12:48:05,0,<None>,0.27,1.16,54568.4,0.91,12.13,4.05,51616.1,99.9,99.9,6.5,1.322,34.07,51902.8,0.7,1.94,33737,-0.3,0,7.95,-80.7,27.689,0.988,25.90727,-80.13705,-1.8,5.83,12.1,1445.8
10/7/22,12:48:20,0,<None>,0.32,1.38,53901.8,1,9.53,3.19,50982.9,100.7,100.7,6.57,1.454,33.6,51266.4,0.51,1.41,33323,-0.29,0,7.94,-80,27.692,0.831,25.90735,-80.13702,-2.8,5.83,12.1,1445.8
10/7/22,12:48:35,0,<None>,0.41,1.72,50979,0.868,18.7,6.24,48041.1,90.8,90.8,5.98,1.258,31.44,48327.2,0.72,1.97,31413,-0.18,0,7.8,-71.7,27.873,0.583,25.90744,-80.13699,-3.7,5.83,12.1,1445.8
10/7/22,12:48:50,0,<None>,0.28,1.2,53463.1,0.788,14.31,4.78,50507.2,97.4,97.4,6.36,1.144,33.25,50794.5,0.61,1.68,33016,-0.25,0,7.91,-78.6,27.751,0.665,25.9075,-80.13697,-1.2,5.83,12.1,1445.8
10/7/22,12:49:05,0,<None>,0.36,1.51,52582.9,0.725,14.53,4.85,49575.2,93.5,93.5,6.12,1.053,32.57,49868,0.66,1.81,32414,-0.24,0,7.88,-76.5,27.85,0.594,25.90758,-80.13696,-2.3,5.83,12.1,1445.7
10/7/22,12:49:20,0,<None>,0.38,1.62,51551.3,0.587,18.29,6.11,48454.2,87.6,87.6,5.75,0.852,31.75,48756.2,0.75,2.08,31692,-0.14,0,7.82,-72.8,28.001,0.317,25.9077,-80.13698,-1.3,5.83,12.1,1445.6
10/7/22,12:49:35,0,<None>,0.25,1.07,53972.4,1.333,12.34,4.12,50994.1,97.3,97.3,6.35,1.937,33.61,51283.6,0.6,1.65,33334,-0.21,0,7.93,-79.7,27.744,1.19,25.90776,-80.13695,0.2,5.83,12.1,1445.4
