# SNAP pixel extraction export table
#
# Window size: 1
# Created on:	2023-02-10 15:28:28

# Wavelength:	 	 	 	 	 	 	 	 	 	 	 	 	0.0	0.0	0.0	0.0	0.0	442.69504	442.69504	492.43658	492.43658	559.84906	559.84906	664.62177	664.62177	704.1149	704.1149	740.47455	740.4918	782.7529	782.7529	832.7904	832.7904	864.7108	864.7108	945.06586	1373.4619	1613.6594	1613.6594	2202.3652	2202.3667
lat	lon	Total Water Column (ft)	geometry	ProdID	CoordID	Name	Latitude	Longitude	PixelX	PixelY	Date(yyyy-MM-dd)	Time(HH_mm_ss)	lon	lat	sza	vza	raa	rhot_443	rhos_443	rhot_492	rhos_492	rhot_560	rhos_560	rhot_665	rhos_665	rhot_704	rhos_704	rhot_740	rhos_740	rhot_783	rhos_783	rhot_833	rhos_833	rhot_865	rhos_865	rhot_945	rhot_1373	rhot_1614	rhos_1614	rhot_2202	rhos_2202
25.912598979251143	-80.13760427998459	8.0	POINT (-80.13760427998459 25.912598979251143)	0	1	ID00000000	25.912563	-80.137581	502.500	57.500	 	 	-80.13758087158203	25.91256332397461	34.98733139038086	2.728839874267578	19.794570922851562	0.13760000467300415	0.0377235934138298	0.09040000289678574	0.01630554348230362	0.06970000267028809	0.023362696170806885	0.039799999445676804	0.004882418550550938	0.03669999912381172	0.00543347280472517	0.04639999940991402	0.018264781683683395	0.05689999833703041	0.030406517907977104	0.043299999088048935	0.019962700083851814	0.0551999993622303	0.030735615640878677	0.03530000150203705	8.999999845400453E-4	0.03229999914765358	0.015235589817166328	0.014999999664723873	0.0012855008244514465
25.911770166884125	-80.13714141181809	13.0	POINT (-80.13714141181809 25.911770166884125)	0	2	ID00000001	25.911749	-80.137184	506.500	66.500	 	 	-80.1371841430664	25.9117488861084	34.98609161376953	2.7230465412139893	19.715988159179688	0.12630000710487366	0.027140315622091293	0.09080000221729279	0.0216829776763916	0.06830000132322311	0.02728862315416336	0.03610000014305115	0.006929681170731783	0.029400000348687172	0.003613535314798355	0.027499999850988388	0.003995639272034168	0.02449999935925007	0.002534334547817707	0.03009999915957451	0.011938992887735367	0.026100000366568565	0.007126163691282272	0.019899999722838402	7.999999797903001E-4	0.01899999938905239	0.007856018841266632	0.008999999612569809	6.912099197506905E-4
25.910779439341894	-80.13645996701729	13.0	POINT (-80.13645996701729 25.910779439341894)	0	3	ID00000002	25.910751	-80.136490	513.500	77.500	 	 	-80.13648986816406	25.910751342773438	34.98534393310547	2.7181317806243896	19.650741577148438	0.12150000035762787	0.023053232580423355	0.09019999951124191	0.023547416552901268	0.06809999793767929	0.03003322333097458	0.034299999475479126	0.008206650614738464	0.028300000354647636	0.005741629749536514	0.030500000342726707	0.010677327401936054	0.030899999663233757	0.012767715379595757	0.02319999970495701	0.007800762541592121	0.02759999968111515	0.012182221747934818	0.012199999764561653	6.99999975040555E-4	0.01269999984651804	0.004752809647470713	0.005799999926239252	3.738943487405777E-4
25.909557402077226	-80.13656711242659	15.0	POINT (-80.13656711242659 25.909557402077226)	0	4	ID00000003	25.909578	-80.136604	512.500	90.500	 	 	-80.13660430908203	25.909578323364258	34.983856201171875	2.71549654006958	19.61077880859375	0.12540000677108765	0.028696224093437195	0.09669999778270721	0.03213667497038841	0.07329999655485153	0.03705256059765816	0.030500000342726707	0.00478797173127532	0.023600000888109207	0.0013532235752791166	0.032499998807907104	0.013720010407269001	0.032600000500679016	0.015436620451509953	0.02019999921321869	0.005362374242395163	0.029100000858306885	0.014618833549320698	0.007499999832361937	7.999999797903001E-4	0.012799999676644802	0.005750126205384731	0.004999999888241291	2.948977053165436E-4
25.90824863106063	-80.13703676265452	15.0	POINT (-80.13703676265452 25.90824863106063)	0	5	ID00000004	25.908226	-80.137009	508.500	105.500	 	 	-80.13700866699219	25.908226013183594	34.983116149902344	2.717776298522949	19.636077880859375	0.12530000507831573	0.02686627209186554	0.09099999815225601	0.023152872920036316	0.06679999828338623	0.02688571810722351	0.028300000354647636	-2.399529330432415E-4	0.029200000688433647	0.004967979155480862	0.028599999845027924	0.006798016373068094	0.028599999845027924	0.008503900840878487	0.02199999988079071	0.004633353091776371	0.02370000071823597	0.006278433836996555	0.009800000116229057	6.000000284984708E-4	0.014000000432133675	0.004240356385707855	0.007499999832361937	5.427859723567963E-4
25.907296273975987	-80.13684531650534	16.0	POINT (-80.13684531650534 25.907296273975987)	0	6	ID00000005	25.907322	-80.136818	510.500	115.500	 	 	-80.1368179321289	25.90732192993164	34.98187255859375	2.7119829654693604	19.557510375976562	0.1264999955892563	0.024180185049772263	0.09019999951124191	0.01711297035217285	0.0649000033736229	0.01878362149000168	0.035999998450279236	0.001971738412976265	0.042500000447034836	0.013237981125712395	0.05249999836087227	0.026301365345716476	0.043299999088048935	0.017401885241270065	0.024800000712275505	9.681172668933868E-4	0.05009999871253967	0.026870515197515488	0.00800000037997961	6.99999975040555E-4	0.02500000037252903	0.008966829627752304	0.013700000010430813	0.001156204380095005
25.90651883668886	-80.13631795039223	7.0	POINT (-80.13631795039223 25.90651883668886)	0	7	ID00000006	25.906507	-80.136322	515.500	124.500	 	 	-80.13632202148438	25.90650749206543	34.98112869262695	2.7070679664611816	19.49224853515625	0.12160000205039978	0.023255839943885803	0.08889999985694885	0.022043148055672646	0.0632999986410141	0.02433745749294758	0.031199999153614044	0.004847110249102116	0.02449999935925007	0.001618061913177371	0.028599999845027924	0.008706784807145596	0.02930000051856041	0.01117929071187973	0.024900000542402267	0.00978774018585682	0.027300000190734863	0.011981489136815071	0.005799999926239252	7.999999797903001E-4	0.009800000116229057	0.0017986777238547802	0.00570000009611249	3.6408170126378536E-4
25.908020999035585	-80.1356587427519	8.0	POINT (-80.1356587427519 25.908020999035585)	0	8	ID00000007	25.908037	-80.135612	522.500	107.500	 	 	-80.13561248779297	25.908037185668945	34.98236083984375	2.7056665420532227	19.48028564453125	0.12189999967813492	0.023968512192368507	0.0868000015616417	0.01986449584364891	0.06239999830722809	0.02370346151292324	0.031700000166893005	0.005906963720917702	0.026599999517202377	0.004467589780688286	0.026399999856948853	0.006819415371865034	0.02500000037252903	0.007142809685319662	0.01979999989271164	0.004689299501478672	0.022199999541044235	0.007221893407404423	0.005499999970197678	6.000000284984708E-4	0.008299999870359898	7.629829924553633E-4	0.005200000014156103	3.138917963951826E-4
25.906993205812768	-80.13469190487858	14.0	POINT (-80.13469190487858 25.906993205812768)	0	9	ID00000008	25.906948	-80.134720	531.500	119.500	 	 	-80.13471984863281	25.90694808959961	34.98112106323242	2.699873208999634	19.401702880859375	0.12039999663829803	0.021986687555909157	0.08950000256299973	0.023146649822592735	0.06520000100135803	0.02706766314804554	0.032099999487400055	0.00633920868858695	0.026799999177455902	0.004675926640629768	0.02710000053048134	0.007571985479444265	0.02419999986886978	0.006280666217207909	0.0210999995470047	0.0061127725057303905	0.02410000003874302	0.009183765389025211	0.006200000178068876	6.99999975040555E-4	0.009499999694526196	0.0020258883014321327	0.005200000014156103	3.131518606096506E-4
25.90526971690757	-80.13346010635283	12.0	POINT (-80.13346010635283 25.90526971690757)	0	10	ID00000009	25.905226	-80.133438	544.500	138.500	 	 	-80.13343811035156	25.90522575378418	34.978633880615234	2.688286542892456	19.244552612304688	0.12120000272989273	0.02300131320953369	0.08860000222921371	0.02201923355460167	0.06449999660253525	0.026200031861662865	0.03220000118017197	0.006429749540984631	0.02710000053048134	0.004989434964954853	0.026200000196695328	0.006567683070898056	0.025499999523162842	0.007642427925020456	0.020099999383091927	0.004990618675947189	0.0203000009059906	0.005219283048063517	0.00559999980032444	5.000000237487257E-4	0.00839999970048666	8.538851980119944E-4	0.005200000014156103	3.1209527514874935E-4
