lat,lon,Total Water Column (m),geometry,ProdID,CoordID,Name,Latitude,Longitude,PixelX,PixelY,Date(yyyy-MM-dd),Time(HH_mm_ss),lon,lat,rhot_443,rhos_443,rhot_492,rhos_492,rhot_560,rhos_560,rhot_665,rhos_665,rhot_704,rhos_704,rhot_740,rhos_740,rhot_783,rhos_783,rhot_833,rhos_833,rhot_865,rhos_865,rhot_945,rhot_1373,rhot_1614,rhos_1614,rhot_2202,rhos_2202,Land_mask,B2_Land_mask,B3_Land_mask,B4_Land_mask,B8_Land_mask,B3B2,B5_Land_mask,NDCI
25.91297998,-80.13780226,2.79,POINT (-80.13780226 25.91297998),0,29,ID00003921,25.913017,-80.137772,500.5,52.5, , ,-80.1377716064,25.9130172729,0.138500005,0.0340979919,0.1062999964,0.031422168,0.0868000016,0.0403904542,0.0483999997,0.0101014171,0.0531000011,0.0192767121,0.0665000007,0.0356951021,0.0917999968,0.0624502823,0.1268000007,0.1072058305,0.0812000036,0.0525056086,0.1053000018,0.0016,0.0471000001,0.0249649156,0.0214000009,0.0022097398,,,,,,,,
25.91297031,-80.13779759,2.8,POINT (-80.13779759 25.91297031),0,30,ID00003922,25.912926,-80.137772,500.5,53.5, , ,-80.1377716064,25.9129257202,0.138500005,0.0340978429,0.1132000014,0.0399101414,0.0935000032,0.0485378504,0.0441999994,0.0053992458,0.0531000011,0.0192766376,0.0665000007,0.0356950574,0.0917999968,0.0624502599,0.052099999,0.0250095595,0.0812000036,0.0525055788,0.1053000018,0.0016,0.0471000001,0.0249648653,0.0214000009,0.0022097193,1,0.0399101414,0.0485378504,0.0053992458,0.0250095595,1.0405089855,0.0192766376,0.5623868108
25.91295969,-80.13779219,2.82,POINT (-80.13779219 25.91295969),0,31,ID00003923,25.912926,-80.137772,500.5,53.5, , ,-80.1377716064,25.9129257202,0.138500005,0.0340978429,0.1132000014,0.0399101414,0.0935000032,0.0485378504,0.0441999994,0.0053992458,0.0531000011,0.0192766376,0.0665000007,0.0356950574,0.0917999968,0.0624502599,0.052099999,0.0250095595,0.0812000036,0.0525055788,0.1053000018,0.0016,0.0471000001,0.0249648653,0.0214000009,0.0022097193,1,0.0399101414,0.0485378504,0.0053992458,0.0250095595,1.0405089855,0.0192766376,0.5623868108
25.91295004,-80.13778738,2.85,POINT (-80.13778738 25.91295004),0,32,ID00003924,25.912926,-80.137772,500.5,53.5, , ,-80.1377716064,25.9129257202,0.138500005,0.0340978429,0.1132000014,0.0399101414,0.0935000032,0.0485378504,0.0441999994,0.0053992458,0.0531000011,0.0192766376,0.0665000007,0.0356950574,0.0917999968,0.0624502599,0.052099999,0.0250095595,0.0812000036,0.0525055788,0.1053000018,0.0016,0.0471000001,0.0249648653,0.0214000009,0.0022097193,1,0.0399101414,0.0485378504,0.0053992458,0.0250095595,1.0405089855,0.0192766376,0.5623868108
25.91294023,-80.13778247,2.87,POINT (-80.13778247 25.91294023),0,33,ID00003925,25.912926,-80.137772,500.5,53.5, , ,-80.1377716064,25.9129257202,0.138500005,0.0340978429,0.1132000014,0.0399101414,0.0935000032,0.0485378504,0.0441999994,0.0053992458,0.0531000011,0.0192766376,0.0665000007,0.0356950574,0.0917999968,0.0624502599,0.052099999,0.0250095595,0.0812000036,0.0525055788,0.1053000018,0.0016,0.0471000001,0.0249648653,0.0214000009,0.0022097193,1,0.0399101414,0.0485378504,0.0053992458,0.0250095595,1.0405089855,0.0192766376,0.5623868108
25.91293041,-80.13777739,2.9,POINT (-80.13777739 25.91293041),0,34,ID00003926,25.912926,-80.137772,500.5,53.5, , ,-80.1377716064,25.9129257202,0.138500005,0.0340978429,0.1132000014,0.0399101414,0.0935000032,0.0485378504,0.0441999994,0.0053992458,0.0531000011,0.0192766376,0.0665000007,0.0356950574,0.0917999968,0.0624502599,0.052099999,0.0250095595,0.0812000036,0.0525055788,0.1053000018,0.0016,0.0471000001,0.0249648653,0.0214000009,0.0022097193,1,0.0399101414,0.0485378504,0.0053992458,0.0250095595,1.0405089855,0.0192766376,0.5623868108
25.91292051,-80.13777247,2.9,POINT (-80.13777247 25.91292051),0,35,ID00003927,25.912926,-80.137772,500.5,53.5, , ,-80.1377716064,25.9129257202,0.138500005,0.0340978429,0.1132000014,0.0399101414,0.0935000032,0.0485378504,0.0441999994,0.0053992458,0.0531000011,0.0192766376,0.0665000007,0.0356950574,0.0917999968,0.0624502599,0.052099999,0.0250095595,0.0812000036,0.0525055788,0.1053000018,0.0016,0.0471000001,0.0249648653,0.0214000009,0.0022097193,1,0.0399101414,0.0485378504,0.0053992458,0.0250095595,1.0405089855,0.0192766376,0.5623868108
25.91291088,-80.13776746,2.91,POINT (-80.13776746 25.91291088),0,36,ID00003928,25.912926,-80.137772,500.5,53.5, , ,-80.1377716064,25.9129257202,0.138500005,0.0340978429,0.1132000014,0.0399101414,0.0935000032,0.0485378504,0.0441999994,0.0053992458,0.0531000011,0.0192766376,0.0665000007,0.0356950574,0.0917999968,0.0624502599,0.052099999,0.0250095595,0.0812000036,0.0525055788,0.1053000018,0.0016,0.0471000001,0.0249648653,0.0214000009,0.0022097193,1,0.0399101414,0.0485378504,0.0053992458,0.0250095595,1.0405089855,0.0192766376,0.5623868108
25.9129012,-80.13776225,2.92,POINT (-80.13776225 25.9129012),0,37,ID00003929,25.912926,-80.137772,500.5,53.5, , ,-80.1377716064,25.9129257202,0.138500005,0.0340978429,0.1132000014,0.0399101414,0.0935000032,0.0485378504,0.0441999994,0.0053992458,0.0531000011,0.0192766376,0.0665000007,0.0356950574,0.0917999968,0.0624502599,0.052099999,0.0250095595,0.0812000036,0.0525055788,0.1053000018,0.0016,0.0471000001,0.0249648653,0.0214000009,0.0022097193,1,0.0399101414,0.0485378504,0.0053992458,0.0250095595,1.0405089855,0.0192766376,0.5623868108
25.91289042,-80.13775628,2.92,POINT (-80.13775628 25.91289042),0,38,ID00003930,25.912926,-80.137772,500.5,53.5, , ,-80.1377716064,25.9129257202,0.138500005,0.0340978429,0.1132000014,0.0399101414,0.0935000032,0.0485378504,0.0441999994,0.0053992458,0.0531000011,0.0192766376,0.0665000007,0.0356950574,0.0917999968,0.0624502599,0.052099999,0.0250095595,0.0812000036,0.0525055788,0.1053000018,0.0016,0.0471000001,0.0249648653,0.0214000009,0.0022097193,1,0.0399101414,0.0485378504,0.0053992458,0.0250095595,1.0405089855,0.0192766376,0.5623868108
25.91288068,-80.13775095,2.91,POINT (-80.13775095 25.91288068),0,39,ID00003931,25.912926,-80.137772,500.5,53.5, , ,-80.1377716064,25.9129257202,0.138500005,0.0340978429,0.1132000014,0.0399101414,0.0935000032,0.0485378504,0.0441999994,0.0053992458,0.0531000011,0.0192766376,0.0665000007,0.0356950574,0.0917999968,0.0624502599,0.052099999,0.0250095595,0.0812000036,0.0525055788,0.1053000018,0.0016,0.0471000001,0.0249648653,0.0214000009,0.0022097193,1,0.0399101414,0.0485378504,0.0053992458,0.0250095595,1.0405089855,0.0192766376,0.5623868108
25.91287098,-80.13774547,2.9,POINT (-80.13774547 25.91287098),0,40,ID00003932,25.912836,-80.137779,500.5,54.5, , ,-80.1377792358,25.9128360748,0.1427000016,0.0531160906,0.1230999976,0.0684410036,0.1005999967,0.0762527734,0.0592,0.0433970504,0.068599999,0.0581875369,0.0908999965,0.0842966884,0.0784000009,0.0705855787,0.055399999,0.0511455797,0.1071999967,0.1019086689,0.112999998,0.0019,0.0551000014,0.0561723448,0.0270000007,0.0290017389,,,,,,,,
25.91286126,-80.13774001,2.91,POINT (-80.13774001 25.91286126),0,41,ID00003933,25.912836,-80.137779,500.5,54.5, , ,-80.1377792358,25.9128360748,0.1427000016,0.0531160906,0.1230999976,0.0684410036,0.1005999967,0.0762527734,0.0592,0.0433970504,0.068599999,0.0581875369,0.0908999965,0.0842966884,0.0784000009,0.0705855787,0.055399999,0.0511455797,0.1071999967,0.1019086689,0.112999998,0.0019,0.0551000014,0.0561723448,0.0270000007,0.0290017389,,,,,,,,
25.91285151,-80.13773452,2.9,POINT (-80.13773452 25.91285151),0,42,ID00003934,25.912836,-80.137779,500.5,54.5, , ,-80.1377792358,25.9128360748,0.1427000016,0.0531160906,0.1230999976,0.0684410036,0.1005999967,0.0762527734,0.0592,0.0433970504,0.068599999,0.0581875369,0.0908999965,0.0842966884,0.0784000009,0.0705855787,0.055399999,0.0511455797,0.1071999967,0.1019086689,0.112999998,0.0019,0.0551000014,0.0561723448,0.0270000007,0.0290017389,,,,,,,,
25.91284206,-80.13772884,2.93,POINT (-80.13772884 25.91284206),0,43,ID00003935,25.912836,-80.137779,500.5,54.5, , ,-80.1377792358,25.9128360748,0.1427000016,0.0531160906,0.1230999976,0.0684410036,0.1005999967,0.0762527734,0.0592,0.0433970504,0.068599999,0.0581875369,0.0908999965,0.0842966884,0.0784000009,0.0705855787,0.055399999,0.0511455797,0.1071999967,0.1019086689,0.112999998,0.0019,0.0551000014,0.0561723448,0.0270000007,0.0290017389,,,,,,,,
25.91283258,-80.13772312,2.94,POINT (-80.13772312 25.91283258),0,44,ID00003936,25.912836,-80.137672,501.5,54.5, , ,-80.1376724243,25.9128360748,0.1427000016,0.0400395915,0.1098000035,0.0362083875,0.0907000005,0.0456923917,0.0458999984,0.0079228599,0.0507999994,0.017348988,0.0838000029,0.055215098,0.1011999995,0.07300549,0.0644000024,0.0392279774,0.1089000031,0.0816864893,0.112999998,0.0019,0.0452000014,0.0236294586,0.0208000001,0.0021448676,1,0.0362083875,0.0456923917,0.0079228599,0.0392279774,1.0491423607,0.017348988,0.3729892671
25.91282207,-80.13771657,2.95,POINT (-80.13771657 25.91282207),0,45,ID00003937,25.912836,-80.137672,501.5,54.5, , ,-80.1376724243,25.9128360748,0.1427000016,0.0400395915,0.1098000035,0.0362083875,0.0907000005,0.0456923917,0.0458999984,0.0079228599,0.0507999994,0.017348988,0.0838000029,0.055215098,0.1011999995,0.07300549,0.0644000024,0.0392279774,0.1089000031,0.0816864893,0.112999998,0.0019,0.0452000014,0.0236294586,0.0208000001,0.0021448676,1,0.0362083875,0.0456923917,0.0079228599,0.0392279774,1.0491423607,0.017348988,0.3729892671
25.91281253,-80.13771062,2.95,POINT (-80.13771062 25.91281253),0,46,ID00003938,25.912836,-80.137672,501.5,54.5, , ,-80.1376724243,25.9128360748,0.1427000016,0.0400395915,0.1098000035,0.0362083875,0.0907000005,0.0456923917,0.0458999984,0.0079228599,0.0507999994,0.017348988,0.0838000029,0.055215098,0.1011999995,0.07300549,0.0644000024,0.0392279774,0.1089000031,0.0816864893,0.112999998,0.0019,0.0452000014,0.0236294586,0.0208000001,0.0021448676,1,0.0362083875,0.0456923917,0.0079228599,0.0392279774,1.0491423607,0.017348988,0.3729892671
25.91280313,-80.13770458,2.95,POINT (-80.13770458 25.91280313),0,47,ID00003939,25.912836,-80.137672,501.5,54.5, , ,-80.1376724243,25.9128360748,0.1427000016,0.0400395915,0.1098000035,0.0362083875,0.0907000005,0.0456923917,0.0458999984,0.0079228599,0.0507999994,0.017348988,0.0838000029,0.055215098,0.1011999995,0.07300549,0.0644000024,0.0392279774,0.1089000031,0.0816864893,0.112999998,0.0019,0.0452000014,0.0236294586,0.0208000001,0.0021448676,1,0.0362083875,0.0456923917,0.0079228599,0.0392279774,1.0491423607,0.017348988,0.3729892671
25.9127938,-80.13769838,2.96,POINT (-80.13769838 25.9127938),0,48,ID00003940,25.912836,-80.137672,501.5,54.5, , ,-80.1376724243,25.9128360748,0.1427000016,0.0400395915,0.1098000035,0.0362083875,0.0907000005,0.0456923917,0.0458999984,0.0079228599,0.0507999994,0.017348988,0.0838000029,0.055215098,0.1011999995,0.07300549,0.0644000024,0.0392279774,0.1089000031,0.0816864893,0.112999998,0.0019,0.0452000014,0.0236294586,0.0208000001,0.0021448676,1,0.0362083875,0.0456923917,0.0079228599,0.0392279774,1.0491423607,0.017348988,0.3729892671
