GPS Latitude °,GPS Longitude °,Date (MM/DD/YYYY),Time,Time (Fract. Sec),Site Name,Chlorophyll RFU,Chlorophyll ug/L,Cond µS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond µS/cm,ODO % sat,ODO % CB,ODO mg/L,Pressure psi a,Sal psu,SpCond µS/cm,TAL PE RFU,TAL PE ug/L,TDS mg/L,Turbidity FNU,TSS mg/L,pH,pH mV,Temp °C,Vertical Position m,Altitude m,Battery V,Cable Pwr V,Barometer mmHg,geometry,ProdID,CoordID,Name,Latitude,Longitude,PixelX,PixelY,Date(yyyy-MM-dd),Time(HH_mm_ss),lon,lat,sza,vza,raa,rhot_443,rhos_443,rhot_492,rhos_492,rhot_560,rhos_560,rhot_665,rhos_665,rhot_704,rhos_704,rhot_740,rhos_740,rhot_783,rhos_783,rhot_833,rhos_833,rhot_865,rhos_865,rhot_945,rhot_1373,rhot_1614,rhos_1614,rhot_2202,rhos_2202
25.90939,-80.13637,10/7/22,13:07:17,0,<None>,2.73,11.3,55881.6,5.319,-0.64,-0.21,52590.8,41.3,41.3,2.67,7.734,34.81,52911.5,24.3,66.5,34392,773.84,0,7.69,-65.2,27.939,5.341,2.6,5.83,12.1,1443.9,POINT (-80.13637 25.90939),0,68,ID00000317,25.909397,-80.136406,514.5,92.5, , ,-80.1364059448,25.9093971252,34.9838562012,2.7154965401,19.6107788086,0.1254000068,0.0242390968,0.1275999993,0.0642943084,0.0986000001,0.0613400154,0.061999999,0.033217527,0.0384000018,0.0109851649,0.0368999988,0.0116013773,0.0452000014,0.0217800736,0.0549999997,0.0366503559,0.0340999998,0.0126819061,0.0074999998,7.999999797903001E-4,0.0197999999,0.005915368,0.0115,9.378036484122276E-4
25.90939,-80.13639,10/7/22,13:07:32,0,<None>,2.94,12.21,55691.1,5.322,-0.44,-0.14,52343.6,14.3,14.3,0.92,7.737,34.63,52670.1,22.45,61.45,34236,273.79,0,7.63,-61.3,28.003,5.366,2.5,5.83,12.1,1443.9,POINT (-80.13639 25.90939),0,69,ID00000318,25.909397,-80.136406,514.5,92.5, , ,-80.1364059448,25.9093971252,34.9838562012,2.7154965401,19.6107788086,0.1254000068,0.0242390968,0.1275999993,0.0642943084,0.0986000001,0.0613400154,0.061999999,0.033217527,0.0384000018,0.0109851649,0.0368999988,0.0116013773,0.0452000014,0.0217800736,0.0549999997,0.0366503559,0.0340999998,0.0126819061,0.0074999998,7.999999797903001E-4,0.0197999999,0.005915368,0.0115,9.378036484122276E-4
25.90939,-80.13641,10/7/22,13:07:47,0,<None>,7.57,31.31,55119.9,5.342,-0.32,-0.1,51814.4,37.6,37.6,2.43,7.763,34.23,52136.7,53.35,146.01,33889,1942.9,0,7.78,-70.5,27.996,5.27,3.3,5.83,12.1,1443.8,POINT (-80.13641 25.90939),0,70,ID00000319,25.909397,-80.136406,514.5,92.5, , ,-80.1364059448,25.9093971252,34.9838562012,2.7154965401,19.6107788086,0.1254000068,0.0242390968,0.1275999993,0.0642943084,0.0986000001,0.0613400154,0.061999999,0.033217527,0.0384000018,0.0109851649,0.0368999988,0.0116013773,0.0452000014,0.0217800736,0.0549999997,0.0366503559,0.0340999998,0.0126819061,0.0074999998,7.999999797903001E-4,0.0197999999,0.005915368,0.0115,9.378036484122276E-4
25.90938,-80.13642,10/7/22,13:08:02,0,<None>,0.55,2.29,55973.2,4.289,5.31,1.78,52741.6,88.3,88.3,5.71,6.237,34.92,53056.3,0.66,1.81,34487,792.52,0,7.93,-79.8,27.878,4.319,2.9,5.83,12.1,1443.8,POINT (-80.13642 25.90938),0,71,ID00000320,25.909397,-80.136406,514.5,92.5, , ,-80.1364059448,25.9093971252,34.9838562012,2.7154965401,19.6107788086,0.1254000068,0.0242390968,0.1275999993,0.0642943084,0.0986000001,0.0613400154,0.061999999,0.033217527,0.0384000018,0.0109851649,0.0368999988,0.0116013773,0.0452000014,0.0217800736,0.0549999997,0.0366503559,0.0340999998,0.0126819061,0.0074999998,7.999999797903001E-4,0.0197999999,0.005915368,0.0115,9.378036484122276E-4
25.90937,-80.13644,10/7/22,13:08:17,0,<None>,1.03,4.3,55484.1,3.076,6.62,2.21,52546.3,96.1,96.1,6.23,4.473,34.76,52831.4,2.48,6.8,34340,171.03,0,7.95,-80.9,27.629,3.111,2.9,5.83,12.1,1443.8,POINT (-80.13644 25.90937),0,72,ID00000321,25.909397,-80.136406,514.5,92.5, , ,-80.1364059448,25.9093971252,34.9838562012,2.7154965401,19.6107788086,0.1254000068,0.0242390968,0.1275999993,0.0642943084,0.0986000001,0.0613400154,0.061999999,0.033217527,0.0384000018,0.0109851649,0.0368999988,0.0116013773,0.0452000014,0.0217800736,0.0549999997,0.0366503559,0.0340999998,0.0126819061,0.0074999998,7.999999797903001E-4,0.0197999999,0.005915368,0.0115,9.378036484122276E-4
25.90935,-80.13647,10/7/22,13:08:32,0,<None>,0.3,1.27,55198,3.084,5.52,1.85,52429,98,98,6.38,4.484,34.66,52697.2,0.88,2.41,34253,27.95,0,7.97,-81.7,27.485,3.02,3.5,5.83,12.1,1443.8,POINT (-80.13647 25.90935),0,73,ID00000322,25.909307,-80.136505,513.5,93.5, , ,-80.136505127,25.9093074799,34.9838562012,2.7154965401,19.6107788086,0.1254000068,0.0242417976,0.0926000029,0.0218290854,0.0665000007,0.0227664188,0.0342000015,0.0022211047,0.0384000018,0.0109868497,0.0368999988,0.0116029726,0.0452000014,0.0217815172,0.0189999994,-0.0030459054,0.0340999998,0.0126832901,0.0074999998,7.999999797903001E-4,0.0197999999,0.0059161438,0.0115,9.379377588629723E-4
25.90933,-80.13649,10/7/22,13:08:47,0,<None>,0.44,1.88,55116.5,1.974,5.59,1.87,52387.9,99.4,99.4,6.47,2.87,34.63,52652.1,1.32,3.63,34224,17.05,0,7.97,-82,27.451,2.02,4.4,5.83,12.1,1443.9,POINT (-80.13649 25.90933),0,74,ID00000323,25.909307,-80.136505,513.5,93.5, , ,-80.136505127,25.9093074799,34.9838562012,2.7154965401,19.6107788086,0.1254000068,0.0242417976,0.0926000029,0.0218290854,0.0665000007,0.0227664188,0.0342000015,0.0022211047,0.0384000018,0.0109868497,0.0368999988,0.0116029726,0.0452000014,0.0217815172,0.0189999994,-0.0030459054,0.0340999998,0.0126832901,0.0074999998,7.999999797903001E-4,0.0197999999,0.0059161438,0.0115,9.379377588629723E-4
25.90933,-80.13651,10/7/22,13:09:02,0,<None>,0.31,1.31,55276.1,2.098,5.93,1.98,52330.4,99.9,99.9,6.49,3.051,34.6,52616.4,0.89,2.46,34201,10.56,0,7.97,-81.7,27.647,2.407,4.2,5.83,12.1,1443.7,POINT (-80.13651 25.90933),0,75,ID00000324,25.909307,-80.136505,513.5,93.5, , ,-80.136505127,25.9093074799,34.9838562012,2.7154965401,19.6107788086,0.1254000068,0.0242417976,0.0926000029,0.0218290854,0.0665000007,0.0227664188,0.0342000015,0.0022211047,0.0384000018,0.0109868497,0.0368999988,0.0116029726,0.0452000014,0.0217815172,0.0189999994,-0.0030459054,0.0340999998,0.0126832901,0.0074999998,7.999999797903001E-4,0.0197999999,0.0059161438,0.0115,9.379377588629723E-4
25.90932,-80.13654,10/7/22,13:09:17,0,<None>,0.25,1.07,55258.2,2.049,5.68,1.9,52320.4,100,100,6.5,2.979,34.59,52605.6,0.6,1.64,34194,0.91,0,7.96,-81.6,27.64,1.535,4,5.83,12.1,1443.8,POINT (-80.13654 25.90932),0,76,ID00000325,25.909307,-80.136505,513.5,93.5, , ,-80.136505127,25.9093074799,34.9838562012,2.7154965401,19.6107788086,0.1254000068,0.0242417976,0.0926000029,0.0218290854,0.0665000007,0.0227664188,0.0342000015,0.0022211047,0.0384000018,0.0109868497,0.0368999988,0.0116029726,0.0452000014,0.0217815172,0.0189999994,-0.0030459054,0.0340999998,0.0126832901,0.0074999998,7.999999797903001E-4,0.0197999999,0.0059161438,0.0115,9.379377588629723E-4
25.90931,-80.13656,10/7/22,13:09:32,0,<None>,0.21,0.92,55355,1.868,5.83,1.95,52264,100.5,100.5,6.52,2.716,34.55,52564.6,0.49,1.36,34167,0.1,0,7.96,-81.5,27.779,1.523,4,5.83,12.1,1443.6,POINT (-80.13656 25.90931),0,77,ID00000326,25.909307,-80.136604,512.5,93.5, , ,-80.1366043091,25.9093074799,34.9838562012,2.7154965401,19.6107788086,0.1254000068,0.0287652947,0.0930000022,0.0277057961,0.0692000017,0.0322063863,0.0313000008,0.0057856059,0.0292000007,0.0076924609,0.0289999992,0.0099987434,0.0326000005,0.0155447572,0.0218000002,0.0072384793,0.0267999992,0.0123407962,0.0074999998,7.999999797903001E-4,0.0137999998,0.0069187423,0.0049000001,2.850187011063099E-4
25.90929,-80.13658,10/7/22,13:09:47,0,<None>,0.29,1.24,54351.1,0.899,7.96,2.66,51279.7,98.4,98.4,6.4,1.307,33.83,51578.5,0.55,1.52,33526,2.76,0,7.95,-80.7,27.814,1.399,4.2,5.83,12.1,1443.6,POINT (-80.13658 25.90929),0,78,ID00000327,25.909307,-80.136604,512.5,93.5, , ,-80.1366043091,25.9093074799,34.9838562012,2.7154965401,19.6107788086,0.1254000068,0.0287652947,0.0930000022,0.0277057961,0.0692000017,0.0322063863,0.0313000008,0.0057856059,0.0292000007,0.0076924609,0.0289999992,0.0099987434,0.0326000005,0.0155447572,0.0218000002,0.0072384793,0.0267999992,0.0123407962,0.0074999998,7.999999797903001E-4,0.0137999998,0.0069187423,0.0049000001,2.850187011063099E-4
25.90928,-80.1366,10/7/22,13:10:02,0,<None>,0.22,0.94,54889.5,1.244,6.77,2.27,51917.7,100.9,100.9,6.56,1.808,34.29,52206.4,0.49,1.36,33934,0.29,0,7.95,-80.9,27.691,0.903,4.2,5.83,12.1,1443.7,POINT (-80.1366 25.90928),0,79,ID00000328,25.909307,-80.136604,512.5,93.5, , ,-80.1366043091,25.9093074799,34.9838562012,2.7154965401,19.6107788086,0.1254000068,0.0287652947,0.0930000022,0.0277057961,0.0692000017,0.0322063863,0.0313000008,0.0057856059,0.0292000007,0.0076924609,0.0289999992,0.0099987434,0.0326000005,0.0155447572,0.0218000002,0.0072384793,0.0267999992,0.0123407962,0.0074999998,7.999999797903001E-4,0.0137999998,0.0069187423,0.0049000001,2.850187011063099E-4
25.90927,-80.13663,10/7/22,13:10:17,0,<None>,0.34,1.46,53191.6,0.363,11.14,3.68,50086.6,95.5,95.5,6.23,0.527,32.95,50389.1,0.64,1.76,32753,0.07,0,7.92,-79.1,27.913,0.39,4.1,5.83,12.1,1443.6,POINT (-80.13663 25.90927),0,80,ID00000329,25.909307,-80.136604,512.5,93.5, , ,-80.1366043091,25.9093074799,34.9838562012,2.7154965401,19.6107788086,0.1254000068,0.0287652947,0.0930000022,0.0277057961,0.0692000017,0.0322063863,0.0313000008,0.0057856059,0.0292000007,0.0076924609,0.0289999992,0.0099987434,0.0326000005,0.0155447572,0.0218000002,0.0072384793,0.0267999992,0.0123407962,0.0074999998,7.999999797903001E-4,0.0137999998,0.0069187423,0.0049000001,2.850187011063099E-4
25.90926,-80.13664,10/7/22,13:10:32,0,<None>,0.4,1.67,51044.4,0.226,17.19,5.74,48050.2,94.5,94.5,6.22,0.327,31.45,48342,0.7,1.93,31422,0.11,0,7.86,-75.6,27.927,-0.043,2.9,5.83,12.1,1443.6,POINT (-80.13664 25.90926),0,81,ID00000330,25.909218,-80.136604,512.5,94.5, , ,-80.1366043091,25.9092178345,34.9838562012,2.7154965401,19.6107788086,0.1254000068,0.0245184787,0.0957000032,0.0259398911,0.0705000013,0.0279658772,0.0384999998,0.0074378513,0.0388999991,0.0119645819,0.0408999994,0.0164018199,0.0355000012,0.0119333463,0.0254999995,0.0045685191,0.0397000015,0.0189329274,0.0074999998,7.999999797903001E-4,0.0190999992,0.0056221327,0.0110999998,8.98502767086029E-4
25.90981,-80.13625,10/7/22,13:03:13,0,<None>,5.55,22.96,56069.7,5.213,6.08,2.03,52788.7,91.5,91.5,5.9,7.58,34.95,53108.3,21.12,57.82,34520,328.47,0,7.9,-77.5,27.919,5.21,1.1,5.83,12.1,1443.8,POINT (-80.13625 25.90981),0,82,ID00000331,25.909847,-80.136299,515.5,87.5, , ,-80.1362991333,25.9098472595,34.9841003418,2.7123384476,19.5721740723,0.1224000007,0.0243623089,0.0940999985,0.0284690559,0.0724000037,0.0354005732,0.0308999997,0.0046108062,0.0295000002,0.0072848685,0.0296999998,0.0100131379,0.0241,0.0057649547,0.0228000004,0.0075749867,0.0264999997,0.0112573719,0.0052,6.000000284984708E-4,0.0119000003,0.0041285958,0.0055999998,3.5397824831306934E-4
25.90982,-80.13626,10/7/22,13:03:28,0,<None>,4.3,17.82,56068.9,5.211,5.86,1.96,52786.3,91.6,91.6,5.91,7.577,34.95,53106.1,15.46,42.31,34519,558.19,0,7.92,-78.9,27.921,5.206,1.8,5.83,12.1,1443.8,POINT (-80.13626 25.90982),0,83,ID00000332,25.909847,-80.136299,515.5,87.5, , ,-80.1362991333,25.9098472595,34.9841003418,2.7123384476,19.5721740723,0.1224000007,0.0243623089,0.0940999985,0.0284690559,0.0724000037,0.0354005732,0.0308999997,0.0046108062,0.0295000002,0.0072848685,0.0296999998,0.0100131379,0.0241,0.0057649547,0.0228000004,0.0075749867,0.0264999997,0.0112573719,0.0052,6.000000284984708E-4,0.0119000003,0.0041285958,0.0055999998,3.5397824831306934E-4
25.90981,-80.13627,10/7/22,13:03:43,0,<None>,5.36,22.2,56061.4,5.21,7.12,2.38,52773.4,91.4,91.4,5.9,7.576,34.94,53093.8,32.09,87.83,34511,314.74,0,7.67,-63.7,27.926,5.184,2.6,5.83,12.1,1443.9,POINT (-80.13627 25.90981),0,84,ID00000333,25.909847,-80.136299,515.5,87.5, , ,-80.1362991333,25.9098472595,34.9841003418,2.7123384476,19.5721740723,0.1224000007,0.0243623089,0.0940999985,0.0284690559,0.0724000037,0.0354005732,0.0308999997,0.0046108062,0.0295000002,0.0072848685,0.0296999998,0.0100131379,0.0241,0.0057649547,0.0228000004,0.0075749867,0.0264999997,0.0112573719,0.0052,6.000000284984708E-4,0.0119000003,0.0041285958,0.0055999998,3.5397824831306934E-4
25.90979,-80.13628,10/7/22,13:03:58,0,<None>,2.88,11.95,55997,5.202,2.74,0.92,52697.8,91.2,91.2,5.89,7.564,34.89,53019.3,24.41,66.82,34463,304.7,0,7.42,-49,27.94,5.217,2.2,5.83,12.1,1443.9,POINT (-80.13628 25.90979),0,85,ID00000334,25.909758,-80.136299,515.5,88.5, , ,-80.1362991333,25.9097576141,34.9841003418,2.7123384476,19.5721740723,0.1224000007,0.0237459913,0.0936999992,0.0272466466,0.0734999999,0.0358825624,0.0340999998,0.007259245,0.0251000002,0.0014415537,0.0254999995,0.0044587138,0.0315000005,0.0126471929,0.0266999993,0.0108998558,0.0200999994,0.0036238017,0.0052,6.000000284984708E-4,0.0129000004,0.0041843429,0.0065000001,4.430231638252735E-4
25.90978,-80.13627,10/7/22,13:04:13,0,<None>,0.4,1.71,55570.1,0.589,3.51,1.18,52404,92.9,92.9,6.01,0.857,34.66,52712.1,1.67,4.59,34263,650.08,0,7.94,-79.9,27.839,0.888,1.4,5.83,12.1,1444.1,POINT (-80.13627 25.90978),0,86,ID00000335,25.909758,-80.136299,515.5,88.5, , ,-80.1362991333,25.9097576141,34.9841003418,2.7123384476,19.5721740723,0.1224000007,0.0237459913,0.0936999992,0.0272466466,0.0734999999,0.0358825624,0.0340999998,0.007259245,0.0251000002,0.0014415537,0.0254999995,0.0044587138,0.0315000005,0.0126471929,0.0266999993,0.0108998558,0.0200999994,0.0036238017,0.0052,6.000000284984708E-4,0.0129000004,0.0041843429,0.0065000001,4.430231638252735E-4
25.90978,-80.13709,10/7/22,12:58:14,0,<None>,0.35,1.48,50161,-0.356,21.92,7.31,47287.3,99.1,99.1,6.55,-0.516,30.89,47567,0.74,2.03,30919,3.13,0,7.81,-72.6,27.855,-0.285,2.6,5.83,12.1,1443,POINT (-80.13709 25.90978),0,87,ID00000336,25.909761,-80.1371,507.5,88.5, , ,-80.1371002197,25.9097614288,34.9846038818,2.7204115391,19.6760406494,0.1372999996,0.0398624875,0.0935999975,0.0232251976,0.0719000027,0.0294737369,0.0355000012,0.0038892832,0.0289999992,7.520252838730812E-4,0.0416000001,0.0169602782,0.0406000018,0.017130807,0.0436000004,0.0243198853,0.0447999984,0.0240083672,0.0406000018,8.999999845400453E-4,0.0265999995,0.0133283352,0.0113000004,9.188773110508919E-4
25.90977,-80.13709,10/7/22,12:58:29,0,<None>,0.4,1.69,50224.6,-0.281,21.77,7.26,47329.2,92.4,92.4,6.1,-0.408,30.92,47611.2,0.74,2.03,30947,-0.15,0,7.81,-72.3,27.874,-0.198,1.5,5.83,12.1,1442.9,POINT (-80.13709 25.90977),0,88,ID00000337,25.909761,-80.1371,507.5,88.5, , ,-80.1371002197,25.9097614288,34.9846038818,2.7204115391,19.6760406494,0.1372999996,0.0398624875,0.0935999975,0.0232251976,0.0719000027,0.0294737369,0.0355000012,0.0038892832,0.0289999992,7.520252838730812E-4,0.0416000001,0.0169602782,0.0406000018,0.017130807,0.0436000004,0.0243198853,0.0447999984,0.0240083672,0.0406000018,8.999999845400453E-4,0.0265999995,0.0133283352,0.0113000004,9.188773110508919E-4
25.90976,-80.13709,10/7/22,12:58:44,0,<None>,0.39,1.65,51463.1,-0.107,19.54,6.52,48496.8,90.7,90.7,5.96,-0.156,31.77,48785.6,0.82,2.25,31711,-0.1,0,7.82,-72.9,27.873,0.004,1.1,5.83,12.1,1442.9,POINT (-80.13709 25.90976),0,89,ID00000338,25.909761,-80.1371,507.5,88.5, , ,-80.1371002197,25.9097614288,34.9846038818,2.7204115391,19.6760406494,0.1372999996,0.0398624875,0.0935999975,0.0232251976,0.0719000027,0.0294737369,0.0355000012,0.0038892832,0.0289999992,7.520252838730812E-4,0.0416000001,0.0169602782,0.0406000018,0.017130807,0.0436000004,0.0243198853,0.0447999984,0.0240083672,0.0406000018,8.999999845400453E-4,0.0265999995,0.0133283352,0.0113000004,9.188773110508919E-4
25.90974,-80.13708,10/7/22,12:58:59,0,<None>,0.45,1.88,51256.9,-0.005,19.4,6.47,48291.3,90.1,90.1,5.92,-0.008,31.62,48580.1,0.85,2.33,31577,-0.13,0,7.82,-73.1,27.885,-0.072,1,5.83,12.1,1443.1,POINT (-80.13708 25.90974),0,90,ID00000339,25.909761,-80.1371,507.5,88.5, , ,-80.1371002197,25.9097614288,34.9846038818,2.7204115391,19.6760406494,0.1372999996,0.0398624875,0.0935999975,0.0232251976,0.0719000027,0.0294737369,0.0355000012,0.0038892832,0.0289999992,7.520252838730812E-4,0.0416000001,0.0169602782,0.0406000018,0.017130807,0.0436000004,0.0243198853,0.0447999984,0.0240083672,0.0406000018,8.999999845400453E-4,0.0265999995,0.0133283352,0.0113000004,9.188773110508919E-4
25.90977,-80.137,10/7/22,12:59:14,0,<None>,0.38,1.6,50076,-0.064,21.62,7.21,47170.5,89.5,89.5,5.91,-0.092,30.8,47453.5,0.8,2.2,30845,-0.15,0,7.81,-72.2,27.893,-0.164,1.1,5.83,12.1,1443.1,POINT (-80.137 25.90977),0,91,ID00000340,25.909761,-80.137001,508.5,88.5, , ,-80.1370010376,25.9097614288,34.9846038818,2.7204115391,19.6760406494,0.1372999996,0.0398601182,0.0944000036,0.0241990369,0.0733999982,0.0312786847,0.0353999995,0.0037758695,0.0289999992,7.503591477870941E-4,0.0416000001,0.0169588104,0.0406000018,0.0171294101,0.0318999998,0.0114182057,0.0447999984,0.0240071341,0.0406000018,8.999999845400453E-4,0.0265999995,0.013327647,0.0113000004,9.187487885355949E-4
25.90982,-80.13692,10/7/22,12:59:29,0,<None>,0.38,1.63,49927.4,-0.15,22.09,7.37,47044.8,91.3,91.3,6.04,-0.217,30.71,47325.5,0.76,2.1,30762,-0.22,0,7.81,-72.3,27.878,-0.159,1.2,5.83,12.1,1443,POINT (-80.13692 25.90982),0,92,ID00000341,25.909851,-80.136902,509.5,87.5, , ,-80.1369018555,25.9098510742,34.9843521118,2.7163748741,19.6240997314,0.1240999997,0.021801915,0.0917999968,0.0199627355,0.0697000027,0.0256013833,0.0344999991,0.0014287345,0.0375000015,0.0088363551,0.0511000007,0.0259447247,0.0584000014,0.034575209,0.0328000002,0.010993381,0.0579999983,0.0362599418,0.0126,7.999999797903001E-4,0.0271000005,0.0124088489,0.0126,0.0010472508
25.90987,-80.13683,10/7/22,12:59:44,0,<None>,0.36,1.55,49961,-0.194,22.01,7.34,47072.9,91.5,91.5,6.05,-0.282,30.73,47354.1,0.75,2.07,30780,-0.21,0,7.81,-72.4,27.882,-0.241,1.6,5.83,12.1,1443.2,POINT (-80.13683 25.90987),0,93,ID00000342,25.909851,-80.136803,510.5,87.5, , ,-80.1368026733,25.9098510742,34.9843521118,2.7163748741,19.6240997314,0.1240999997,0.0217993818,0.0932999998,0.0217915419,0.0698999986,0.0258406494,0.0340000018,8.684229105710983E-4,0.0375000015,0.0088347699,0.0511000007,0.0259433426,0.0584000014,0.0345739573,0.0274999999,0.005144164,0.0579999983,0.0362587981,0.0126,7.999999797903001E-4,0.0271000005,0.0124081532,0.0126,0.0010471158
25.90991,-80.13673,10/7/22,12:59:59,0,<None>,0.42,1.79,50040.7,-0.208,21.77,7.26,47143.1,91.4,91.4,6.04,-0.301,30.78,47425.3,0.75,2.08,30826,-0.23,0,7.81,-72.5,27.887,-0.203,1.1,5.83,12.1,1443.1,POINT (-80.13673 25.90991),0,94,ID00000343,25.909941,-80.136696,511.5,86.5, , ,-80.1366958618,25.9099407196,34.9843521118,2.7163748741,19.6240997314,0.1240999997,0.0257694814,0.0934000015,0.0266444422,0.0724000037,0.0342837237,0.0331999995,0.0059512379,0.0273000002,0.0035820496,0.0276999995,0.0065526832,0.0284000002,0.009040447,0.0280000009,0.0120133013,0.0244999994,0.0078706946,0.0126,7.999999797903001E-4,0.0146000003,0.0056505017,0.0068000001,4.730871878564358E-4
25.90993,-80.13662,10/7/22,13:00:14,0,<None>,0.36,1.53,50266.6,-0.215,20.99,7.01,47365.2,91.8,91.8,6.06,-0.312,30.94,47647.7,0.7,1.92,30971,-0.27,0,7.82,-72.9,27.877,-0.224,0.1,5.83,12.1,1443.2,POINT (-80.13662 25.90993),0,95,ID00000344,25.909939,-80.136597,512.5,86.5, , ,-80.1365966797,25.9099388123,34.9843521118,2.7163748741,19.6240997314,0.1240999997,0.0257668868,0.0944000036,0.0278623197,0.0738999993,0.0360884778,0.0328000002,0.0055024978,0.0273000002,0.0035803365,0.0276999995,0.0065510762,0.0284000002,0.0090389326,0.0227000006,0.006161401,0.0244999994,0.0078692986,0.0126,7.999999797903001E-4,0.0146000003,0.0056497832,0.0068000001,4.7298800200223923E-4
25.90995,-80.13652,10/7/22,13:00:29,0,<None>,0.39,1.64,50501.5,-0.206,20.03,6.68,47596.9,93.5,93.5,6.17,-0.299,31.11,47879.7,0.64,1.77,31122,-0.27,0,7.84,-73.8,27.867,-0.196,0,5.83,12.1,1443.3,POINT (-80.13652 25.90995),0,96,ID00000345,25.909939,-80.136497,513.5,86.5, , ,-80.1364974976,25.9099388123,34.9843521118,2.7163748741,19.6240997314,0.1240999997,0.0263807923,0.0949999988,0.0293264594,0.0736000016,0.0365684517,0.0322999991,0.0058697518,0.0266999993,0.0038566003,0.0285999998,0.0084931999,0.0273000002,0.0088408682,0.0244999994,0.0091278255,0.0238000005,0.0081273932,0.0126,7.999999797903001E-4,0.0115999999,0.003478962,0.0059000002,3.838390111923218E-4
25.90998,-80.13646,10/7/22,13:00:44,0,<None>,0.4,1.68,50162.6,-0.176,20.66,6.9,47269.4,93.2,93.2,6.16,-0.255,30.87,47551.2,0.74,2.02,30908,-0.25,0,7.83,-73.7,27.875,-0.213,0.5,5.83,12.1,1443.5,POINT (-80.13646 25.90998),0,97,ID00000346,25.909939,-80.136497,513.5,86.5, , ,-80.1364974976,25.9099388123,34.9843521118,2.7163748741,19.6240997314,0.1240999997,0.0263807923,0.0949999988,0.0293264594,0.0736000016,0.0365684517,0.0322999991,0.0058697518,0.0266999993,0.0038566003,0.0285999998,0.0084931999,0.0273000002,0.0088408682,0.0244999994,0.0091278255,0.0238000005,0.0081273932,0.0126,7.999999797903001E-4,0.0115999999,0.003478962,0.0059000002,3.838390111923218E-4
25.90996,-80.13639,10/7/22,13:00:59,0,<None>,0.4,1.71,50156.2,-0.148,20.91,6.98,47254.2,92.7,92.7,6.12,-0.214,30.86,47536.8,0.72,1.98,30899,-0.27,0,7.82,-73.2,27.885,-0.065,0.9,5.83,12.1,1443.5,POINT (-80.13639 25.90996),0,98,ID00000347,25.909939,-80.136398,514.5,86.5, , ,-80.1363983154,25.9099388123,34.9843521118,2.7163748741,19.6240997314,0.1240999997,0.0263781846,0.0956000015,0.0300559513,0.0729999989,0.0358439982,0.0324000008,0.0059797247,0.0266999993,0.0038548741,0.0285999998,0.0084915934,0.0273000002,0.008839339,0.0228000004,0.0072494908,0.0238000005,0.0081259897,0.0126,7.999999797903001E-4,0.0115999999,0.0034782346,0.0059000002,3.837449476122856E-4
25.90993,-80.13634,10/7/22,13:01:14,0,<None>,0.42,1.78,50496.3,-0.113,19.73,6.59,47579,92.7,92.7,6.11,-0.163,31.1,47863.1,0.72,1.98,31111,-0.27,0,7.83,-73.6,27.88,-0.183,0.8,5.83,12.1,1443.5,POINT (-80.13634 25.90993),0,99,ID00000348,25.909937,-80.136299,515.5,86.5, , ,-80.1362991333,25.9099369049,34.9841003418,2.7123384476,19.5721740723,0.1224000007,0.0243621226,0.0935000032,0.0277367923,0.0733999982,0.0366049446,0.0328000002,0.0067342087,0.0295000002,0.0072847642,0.0296999998,0.010013042,0.0241,0.0057648607,0.0239000004,0.0087893941,0.0264999997,0.011257288,0.0052,6.000000284984708E-4,0.0119000003,0.0041285502,0.0055999998,3.539728932082653E-4
25.9099,-80.13625,10/7/22,13:01:29,0,<None>,0.37,1.58,50121,-0.13,20.75,6.92,47227.2,93.5,93.5,6.18,-0.188,30.84,47509,0.7,1.92,30881,-0.26,0,7.83,-73.7,27.878,-0.195,0.6,5.83,12.1,1443.6,POINT (-80.13625 25.9099),0,100,ID00000349,25.909937,-80.136299,515.5,86.5, , ,-80.1362991333,25.9099369049,34.9841003418,2.7123384476,19.5721740723,0.1224000007,0.0243621226,0.0935000032,0.0277367923,0.0733999982,0.0366049446,0.0328000002,0.0067342087,0.0295000002,0.0072847642,0.0296999998,0.010013042,0.0241,0.0057648607,0.0239000004,0.0087893941,0.0264999997,0.011257288,0.0052,6.000000284984708E-4,0.0119000003,0.0041285502,0.0055999998,3.539728932082653E-4
25.90987,-80.13619,10/7/22,13:01:44,0,<None>,0.41,1.74,50161,-0.143,20.26,6.76,47268.6,94.2,94.2,6.22,-0.208,30.87,47550.3,0.7,1.94,30908,-0.3,0,7.83,-73.8,27.875,0.001,0.6,5.83,12.1,1443.7,POINT (-80.13619 25.90987),0,101,ID00000350,25.909847,-80.1362,516.5,87.5, , ,-80.1361999512,25.9098472595,34.9841003418,2.7123384476,19.5721740723,0.1224000007,0.0243596733,0.0926999971,0.0267582666,0.0692000017,0.0315424018,0.0318000019,0.0056149606,0.0295000002,0.0072831656,0.0296999998,0.010011537,0.0241,0.0057634008,0.0234999992,0.0083463974,0.0264999997,0.011255987,0.0052,6.000000284984708E-4,0.0119000003,0.0041278736,0.0055999998,3.53886978700757E-4
