x,y,band,spatial_ref,transverse_mercator,lon,lat,st10,st11,water_mask,cloud_mask,STempD
586195.0,2865315.0,1,0,0,-80.13954,25.903816,302.3273,303.7715,False,False,27.773115681860833
586195.0,2865305.0,1,0,0,-80.13954,25.903816,302.3273,303.7715,False,False,27.773115681860833
586195.0,2865295.0,1,0,0,-80.13954,25.903545,302.2135,303.49503,False,False,27.713269095958818
586195.0,2865285.0,1,0,0,-80.13954,25.903545,302.2135,303.49503,False,False,27.713269095958818
586195.0,2865275.0,1,0,0,-80.13954,25.903545,302.2135,303.49503,False,False,27.713269095958818
586195.0,2865265.0,1,0,0,-80.13954,25.903275,302.04285,303.21307,False,False,27.664607728660187
586195.0,2865255.0,1,0,0,-80.13954,25.903275,302.04285,303.21307,False,False,27.664607728660187
586195.0,2865245.0,1,0,0,-80.13954,25.903275,302.04285,303.21307,False,False,27.664607728660187
586195.0,2865235.0,1,0,0,-80.13954,25.903004,301.5837,302.87604,False,False,27.664226391443307
586195.0,2865225.0,1,0,0,-80.13954,25.903004,301.5837,302.87604,False,False,27.664226391443307
586195.0,2865215.0,1,0,0,-80.13954,25.903004,301.5837,302.87604,False,False,27.664226391443307
586195.0,2865205.0,1,0,0,-80.13955,25.902733,300.83282,302.29996,False,False,27.655897383332743
586195.0,2865195.0,1,0,0,-80.13955,25.902733,300.83282,302.29996,False,False,27.655897383332743
586205.0,2866735.0,1,0,0,-80.139145,25.916546,304.2376,305.47174,False,False,27.866964762522255
586205.0,2866725.0,1,0,0,-80.139145,25.916546,304.2376,305.47174,False,False,27.866964762522255
586205.0,2866715.0,1,0,0,-80.139145,25.916546,304.2376,305.47174,False,False,27.866964762522255
586205.0,2866705.0,1,0,0,-80.139145,25.916275,303.38977,304.63586,False,False,27.800143198704852
586205.0,2866695.0,1,0,0,-80.139145,25.916275,303.38977,304.63586,False,False,27.800143198704852
586205.0,2866685.0,1,0,0,-80.139145,25.916275,303.38977,304.63586,False,False,27.800143198704852
586205.0,2866675.0,1,0,0,-80.13915,25.916004,302.33932,303.59802,False,False,27.716666626925143
586205.0,2866665.0,1,0,0,-80.13915,25.916004,302.33932,303.59802,False,False,27.716666626925143
586205.0,2866655.0,1,0,0,-80.13915,25.916004,302.33932,303.59802,False,False,27.716666626925143
586205.0,2866645.0,1,0,0,-80.13915,25.915733,301.3841,302.294,False,False,27.52919819588071
586205.0,2866635.0,1,0,0,-80.13915,25.915733,301.3841,302.294,False,False,27.52919819588071
586205.0,2866625.0,1,0,0,-80.13915,25.915733,301.3841,302.294,False,False,27.52919819588071
586205.0,2866615.0,1,0,0,-80.13915,25.915462,300.68546,301.2541,False,False,27.365398745158515
586205.0,2866605.0,1,0,0,-80.13915,25.915462,300.68546,301.2541,False,False,27.365398745158515
586205.0,2866595.0,1,0,0,-80.13915,25.915462,300.68546,301.2541,False,False,27.365398745158515
586205.0,2866585.0,1,0,0,-80.13916,25.915192,300.197,300.78134,False,False,27.32963361068014
